p_out, 0.00, 0.02,0.04,0.06,0.08,0.10 , 0.12
NIRVAR, 0.814898, 0.817779, 0.825071, 0.832016, 0.837551, 0.846994, 0.851038
LASSO, 0.837250, 0.836740, 0.839363, 0.841063, 0.842858, 0.841648, 0.842964
VAR1, 0.878749, 0.874146, 0.873652, 0.875332, 0.873881, 0.871884, 0.872218
BayesianVAR, 0.853923, 0.852263, 0.854167, 0.852961, 0.858069, 0.854796, 0.857024
