p_out, 0.00, 0.02,0.04,0.06,0.08,0.10 , 0.12
GaussianWishart, 0.814898,0.817779,0.825071,0.832016,0.837551,0.846994,0.851038
tWishart7,1.075955,1.076343,1.086147,1.097089,1.102099,1.113376,1.106289
tWishart5,1.604766,1.620903,1.623327,1.635608,1.638709,1.631979,1.643909
tWishart3,2.190821,2.201307,2.206277,2.244173,2.239144,2.258610,2.261253
