p_out, 0.00, 0.02,0.04,0.06,0.08,0.10 , 0.12
GaussianWishart,0.902716,0.904311,0.908330,0.912148,0.915178,0.920279,0.922513
tWishart7,1.037208,1.037466,1.042131,1.047399,1.049796,1.055120,1.051775
tWishart5,1.266732,1.273111,1.274091,1.278905,1.280121,1.277469,1.282146
tWishart3,1.480074,1.483581,1.485228,1.497991,1.496330,1.502759,1.503627
