N, 50, 100,150,200,250,300
GuassianWishart,0.861725,0.906587,0.967592,0.976141,1.013756,1.061948
tWishart7,0.142849,0.119554,0.133356,0.172745,0.172889,0.148776
tWishart5,0.318978,0.203067,0.171667,0.242812,0.235848,0.346709
tWishart3,0.491365,0.664923,1.165889,0.511575,1.286943,1.461372
