0.73084,0.28419
1.05470,0.01944
0.64536,0.43186
0.64079,0.42122
0.36848,0.66884
0.24637,0.80571
0.80101,0.21528
0.57470,0.49506
0.94024,0.15820
0.99724,0.04898
0.64466,0.42345
-0.37233,1.45145
0.32106,0.71924
0.86452,0.12631
1.00898,0.05135
0.36025,0.62500
0.56040,0.44229
0.77362,0.28774
0.31686,0.76407
0.62098,0.47109
0.73508,0.30304
0.52735,0.47337
0.17249,0.90979
0.20809,0.82726
1.05584,0.06749
0.53421,0.55781
0.53865,0.54839
0.92372,0.22145
0.05874,0.97637
0.24176,0.81770
0.15039,0.94921
1.67535,-0.68242
0.10136,0.91847
0.82634,0.25946
0.36448,0.71180
0.68246,0.37974
-0.00012,1.02621
-0.18504,1.27332
0.27412,0.76197
-0.14700,1.19837
0.56519,0.49815
0.89055,0.17040
0.83370,0.23940
0.27579,0.82305
0.33290,0.73164
0.34545,0.71322
-0.31021,1.36528
0.64692,0.45750
0.52329,0.50247
-0.17230,1.22442
0.15890,0.86836
0.64472,0.45366
0.40700,0.65151
0.47663,0.59371
1.81034,-0.74068
0.11369,0.89904
0.75794,0.30866
0.43932,0.63279
0.34476,0.72575
0.43050,0.66289
0.13762,0.88307
-0.66824,1.64735
0.65483,0.34320
1.02491,0.01155
-0.22230,1.27369
0.80282,0.32490
0.52849,0.51506
0.26790,0.81419
0.51992,0.57797
-0.04590,1.08360
1.40410,-0.36889
0.73330,0.31420
0.22082,0.82120
0.90413,0.13132
0.72787,0.29589
0.92839,0.02641
0.11167,0.97322
0.60740,0.45192
0.50061,0.49518
1.20835,-0.22669
0.93345,0.18277
0.00553,1.01467
0.71987,0.29456
1.08235,-0.01277
0.32678,0.67182
0.64547,0.42606
0.57864,0.50724
0.57217,0.49211
1.16332,-0.12796
0.46918,0.54246
0.71711,0.28175
0.96058,0.03832
0.06036,0.92491
0.62168,0.38824
0.46166,0.54085
0.58399,0.50245
0.45078,0.68927
0.69802,0.33817
1.76993,-0.70663
0.61300,0.33431
-0.57790,1.69463
0.05188,0.93940
0.88538,0.17948
0.07571,0.95298
0.70557,0.40706
0.82441,0.23560
0.45244,0.66103
0.77135,0.29813
0.58022,0.50683
0.30954,0.78581
1.52955,-0.49665
0.56354,0.47537
0.55411,0.47786
-0.25593,1.12660
0.04707,1.08294
0.52974,0.46928
0.43484,0.64931
0.19109,0.86997
0.15624,0.82464
0.76083,0.23710
0.31510,0.69566
0.72134,0.36623
-0.22400,1.26606
0.77597,0.27738
0.85801,0.18837
0.98642,0.02109
0.91157,0.19928
0.54948,0.50855
0.14018,0.95206
0.82778,0.24811
0.35489,0.70218
1.15588,-0.07668
1.07551,-0.04355
1.08438,0.03411
1.03276,0.05176
0.83889,0.25214
0.65208,0.35627
-0.18018,1.16956
0.66169,0.38894
0.51765,0.47255
0.65530,0.43894
0.36154,0.69372
0.24570,0.79213
-0.54870,1.61625
0.16009,0.86074
1.19404,-0.09269
-0.12313,1.17914
0.15887,0.95379
0.46209,0.65462
0.31394,0.76697
