-1.25191,0.05423
-1.32141,0.12908
-1.33020,0.02436
-1.31136,0.02517
-1.28400,-0.04102
-1.30380,-0.07406
-1.25263,0.07195
-1.32179,0.00732
-1.35298,0.09675
-1.28742,0.11807
-1.31889,0.02536
-1.34489,-0.23527
-1.28826,-0.05350
-1.22023,0.09145
-1.30481,0.11923
-1.21942,-0.03635
-1.23865,0.01240
-1.30893,0.05911
-1.33878,-0.05985
-1.34892,0.01621
-1.28053,0.05231
-1.23660,0.00423
-1.34221,-0.09682
-1.28349,-0.08164
-1.38248,0.12297
-1.34992,-0.00590
-1.34368,-0.00412
-1.41122,0.08646
-1.28500,-0.11968
-1.31303,-0.07620
-1.36399,-0.10471
-1.21300,0.29783
-1.26550,-0.10683
-1.33866,0.06936
-1.33243,-0.04711
-1.31109,0.03576
-1.27451,-0.13351
-1.35399,-0.18872
-1.28361,-0.06491
-1.30769,-0.17423
-1.31393,0.00573
-1.30701,0.08896
-1.32279,0.07289
-1.36153,-0.07265
-1.31822,-0.05363
-1.31079,-0.04967
-1.31427,-0.21631
-1.36396,0.02121
-1.26774,-0.00006
-1.30893,-0.18077
-1.27404,-0.09313
-1.35649,0.02144
-1.30984,-0.03396
-1.32369,-0.01775
-1.30668,0.32225
-1.25653,-0.10276
-1.31564,0.05443
-1.32635,-0.02749
-1.32550,-0.05139
-1.35288,-0.03251
-1.26614,-0.09770
-1.22425,-0.29768
-1.23171,0.03707
-1.27497,0.12639
-1.30862,-0.19342
-1.39100,0.05792
-1.28978,-0.00105
-1.34082,-0.07248
-1.35739,-0.01030
-1.28949,-0.14668
-1.26882,0.22320
-1.29221,0.05064
-1.29162,-0.07927
-1.27517,0.09574
-1.26280,0.05234
-1.17471,0.11241
-1.34619,-0.11266
-1.30842,0.01701
-1.23080,-0.00194
-1.20468,0.18027
-1.37514,0.09271
-1.26713,-0.13130
-1.25129,0.05151
-1.31540,0.13672
-1.23640,-0.04661
-1.32312,0.02512
-1.34175,0.00622
-1.31500,0.00738
-1.27192,0.16181
-1.25087,-0.01202
-1.23199,0.05283
-1.22908,0.11488
-1.22307,-0.11278
-1.24689,0.02707
-1.23962,-0.01275
-1.34239,0.00751
-1.41060,-0.03341
-1.27859,0.04311
-1.29927,0.31278
-1.16923,0.03301
-1.39410,-0.29255
-1.23065,-0.11572
-1.31193,0.08714
-1.27682,-0.11452
-1.37344,0.03509
-1.30664,0.07223
-1.37756,-0.02953
-1.31906,0.05747
-1.34319,0.00647
-1.35678,-0.06359
-1.26443,0.25547
-1.28359,0.00849
-1.27509,0.00698
-1.08457,-0.17849
-1.40303,-0.13500
-1.23446,0.00506
-1.34136,-0.03020
-1.31562,-0.08932
-1.21646,-0.08777
-1.23031,0.06410
-1.25165,-0.05117
-1.34214,0.04237
-1.29707,-0.19264
-1.29897,0.06075
-1.28931,0.08256
-1.23947,0.12035
-1.36874,0.08783
-1.30752,0.00241
-1.35498,-0.10635
-1.32633,0.07102
-1.30868,-0.04706
-1.32646,0.15421
-1.26876,0.13987
-1.37614,0.13088
-1.33457,0.12214
-1.34500,0.07188
-1.24458,0.03503
-1.23109,-0.17462
-1.29697,0.03198
-1.22365,0.00313
-1.35121,0.02467
-1.30635,-0.04512
-1.28612,-0.07238
-1.33267,-0.27871
-1.26603,-0.09199
-1.35351,0.16106
-1.31317,-0.16875
-1.38012,-0.10424
-1.38146,-0.02749
-1.33879,-0.06059
