0.08228,0.00616
0.10410,0.05255
0.07131,0.03347
0.05352,0.06685
0.05555,0.10892
0.07790,0.08521
0.08094,0.08624
0.08971,0.02757
0.06912,0.06629
0.07740,0.04637
0.06844,0.06289
0.09464,0.04453
0.07662,0.07539
0.07242,0.08152
0.07267,0.07162
0.07969,0.05867
0.07080,0.09007
0.07911,0.07763
0.10182,0.05684
0.06880,0.05109
0.08059,0.02809
0.08238,0.11369
0.07498,0.07679
0.05104,0.11030
0.09477,0.11312
0.08084,0.09448
0.08199,0.02358
0.08086,0.05457
0.09460,0.09705
0.07902,0.05523
0.08350,0.05494
0.09622,0.11028
0.06850,0.05543
0.06721,0.09227
0.09223,0.06519
0.05975,0.04025
0.08357,0.05419
0.08179,0.08887
0.07562,0.09895
0.07918,0.08918
0.08861,0.05575
0.08431,0.05079
0.08777,0.02015
0.06402,0.07709
0.10198,0.04371
0.07837,0.07487
0.06625,0.08874
0.06294,0.02424
0.07177,0.13248
0.09342,0.06470
0.07743,0.08441
0.06908,0.08871
0.06511,0.09660
0.08715,0.05955
0.08180,0.08775
0.07942,0.06699
0.08624,0.06786
0.07087,0.06664
0.07580,0.07086
0.07285,0.06684
0.07404,0.05711
0.08989,0.08326
0.08775,0.02867
0.07640,0.08733
0.09719,0.03319
0.07220,0.05291
0.08536,0.01785
0.07290,0.04610
0.08374,0.07524
0.06493,0.16073
0.07876,0.03134
0.08678,0.09752
0.08931,0.05948
0.06845,0.07931
0.06827,0.06854
0.07636,-0.07520
0.07555,-0.01923
0.07404,-0.08100
0.05803,-0.02105
0.09443,-0.01421
0.05314,-0.04816
0.07512,-0.10328
0.07212,-0.11327
0.05764,-0.08350
0.08208,-0.09861
0.08003,-0.09322
0.09501,-0.02132
0.05838,-0.07882
0.06261,-0.05691
0.08312,-0.09974
0.09169,-0.04632
0.07363,-0.05427
0.06389,-0.06361
0.07689,-0.12313
0.07845,-0.06669
0.09216,-0.07883
0.09622,-0.03738
0.07004,-0.03494
0.08296,-0.00122
0.06503,-0.03898
0.07153,-0.07799
0.08397,-0.04107
0.09094,-0.04010
0.07406,-0.03791
0.09132,-0.06541
0.09811,-0.05922
0.09736,-0.04223
0.06528,-0.05860
0.07122,-0.15085
0.07535,-0.05033
0.07270,-0.09472
0.08129,-0.10305
0.07804,-0.07244
0.05758,-0.04875
0.08732,-0.11032
0.07210,-0.06455
0.07777,-0.05842
0.06651,0.01603
0.05822,-0.03326
0.08201,-0.09493
0.08366,-0.09600
0.08101,-0.12643
0.06444,-0.03843
0.09701,-0.11307
0.09368,-0.05500
0.06998,-0.09829
0.09114,-0.10551
0.08346,-0.04204
0.07231,-0.10230
0.09365,-0.07503
0.07894,-0.05350
0.06664,-0.12342
0.08606,-0.02300
0.07610,-0.10266
0.07838,-0.04280
0.07142,-0.05831
0.06742,-0.04240
0.08113,-0.07831
0.08788,-0.09352
0.06773,-0.09968
0.08479,-0.04454
0.07405,-0.07394
0.05390,-0.06762
0.08041,-0.09589
0.05969,-0.05935
0.08315,-0.06984
0.08815,-0.07804
0.09469,-0.13462
0.08795,-0.05305
0.09326,0.01096
